epoch,accuracy,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
1,0.4241987466812134,3.327779531478882,0.0860970243811607,0.5420689582824707,2.743262767791748,0.1421303749084472
2,0.5100365877151489,2.430887460708618,0.1219478398561477,0.5603448152542114,2.035184383392334,0.1559572666883468
3,0.5387231707572937,2.1461312770843506,0.1396175920963287,0.572068989276886,3.378795862197876,0.1609958410263061
4,0.5503678321838379,2.16697096824646,0.1478404998779297,0.5944827795028687,2.616633415222168,0.1834049224853515
5,0.5615319013595581,2.1781322956085205,0.1582501828670501,0.6310344934463501,2.721120834350586,0.1845124810934066
6,0.5749880075454712,1.936111569404602,0.1735347956418991,0.6068965792655945,2.8424835205078125,0.1834169179201126
7,0.5714021921157837,2.041433811187744,0.1754408180713653,0.654137909412384,2.713801860809326,0.2054436206817627
8,0.5819748044013977,2.126772403717041,0.1736383289098739,0.6520689725875854,2.9491474628448486,0.2080217003822326
9,0.5893682241439819,1.9542795419692995,0.1924691647291183,0.5731034278869629,4.366251468658447,0.167049765586853
10,0.5837861895561218,2.0153651237487797,0.1824249774217605,0.6272413730621338,2.2389800548553467,0.2114347517490387
11,0.5929540395736694,1.8275471925735476,0.1851709336042404,0.6520689725875854,2.4825308322906494,0.2373620420694351
12,0.5939521789550781,1.7936543226242063,0.1990466862916946,0.6341379284858704,3.761697292327881,0.2359014302492141
13,0.5969095230102539,1.894961714744568,0.1932167559862136,0.6362069249153137,2.644735336303711,0.2467445284128189
14,0.6012347340583801,1.913455605506897,0.2087141126394271,0.6627586483955383,2.297895908355713,0.2403973489999771
15,0.6050423383712769,1.7835218906402588,0.2085526436567306,0.6234482526779175,3.1084179878234863,0.2137766033411026
16,0.6065210103988647,1.768391728401184,0.2034674137830734,0.6472413539886475,2.757810592651367,0.2413307726383209
17,0.6096262335777283,1.7962130308151243,0.2117848843336105,0.6479310393333435,3.615682601928711,0.2116647362709045
18,0.6161694526672363,1.5605123043060305,0.2107393145561218,0.6755172610282898,3.049520254135132,0.2668931782245636
19,0.6226017475128174,1.4235539436340332,0.234635904431343,0.6531034708023071,2.878986120223999,0.2443142980337143
20,0.6203097701072693,1.655261516571045,0.2355881780385971,0.6682758331298828,3.309255123138428,0.2444652318954467
21,0.6331743597984314,1.3859928846359253,0.2308257520198822,0.6758620738983154,2.623469591140747,0.2560524344444275
22,0.6264833211898804,1.569666862487793,0.2412122637033462,0.6313793063163757,4.862985134124756,0.2426010817289352
23,0.6008650064468384,2.5695645809173584,0.1950334757566452,0.632758617401123,5.047532558441162,0.2241264879703521
24,0.6089608669281006,2.155961275100708,0.2144936919212341,0.6417241096496582,3.639992475509644,0.2176740616559982
25,0.6299212574958801,1.4444555044174194,0.237400397658348,0.6524137854576111,2.77807354927063,0.2691240012645721
26,0.628368616104126,1.422579288482666,0.2423401027917862,0.6617241501808167,4.39009952545166,0.2622024416923523
27,0.6283316612243652,1.5760564804077148,0.2330958545207977,0.6717241406440735,2.9820399284362797,0.2804792821407318
28,0.6241174340248108,2.006891250610352,0.219700276851654,0.6575862169265747,4.223036289215088,0.266122430562973
29,0.6350966691970825,1.4515724182128906,0.2347058057785034,0.6362069249153137,5.514629364013672,0.231385737657547
30,0.6215296983718872,1.7554470300674438,0.2270212173461914,0.6382758617401123,5.808415412902832,0.2323904186487198
