epoch,accuracy,loss,macro_f1,val_accuracy,val_loss,val_macro_f1,learning_rate
1,0.4709253013134002,2.0986006259918213,0.0911782681941986,0.5258620977401733,1.856063723564148,0.1287098079919815,0.0010000000474974
2,0.6413441300392151,1.304750919342041,0.177718237042427,0.6441379189491272,1.3144692182540894,0.2188829779624939,0.0010000000474974
3,0.6868137717247009,1.0832353830337524,0.2221390604972839,0.6531034708023071,1.1891531944274902,0.2197721749544143,0.0010000000474974
4,0.7145761847496033,0.9643059968948364,0.2589301168918609,0.680344820022583,1.0396513938903809,0.2761589586734772,0.0010000000474974
5,0.732579231262207,0.8917226791381836,0.2993332743644714,0.6993103623390198,1.0249868631362915,0.2943350076675415,0.0010000000474974
6,0.7484381198883057,0.8350697159767151,0.3156646490097046,0.7031034231185913,0.9771869778633118,0.3147883713245392,0.0010000000474974
7,0.7603046298027039,0.7922654151916504,0.3469275236129761,0.7131034731864929,0.9833149909973145,0.3264506757259369,0.0010000000474974
8,0.7637795209884644,0.7563707232475281,0.3702117800712585,0.7082758545875549,0.97009539604187,0.3297123610973358,0.0010000000474974
9,0.7738345861434937,0.73291015625,0.3865413069725036,0.7182758450508118,0.931960105895996,0.3142338097095489,0.0010000000474974
10,0.7776422500610352,0.7023643851280212,0.3945220708847046,0.7437931299209595,0.8850635886192322,0.3690703511238098,0.0010000000474974
11,0.7846660017967224,0.6783145666122437,0.4180482625961303,0.75,0.8505628108978271,0.3880387842655182,0.0010000000474974
12,0.7922812700271606,0.6610536575317383,0.4519287347793579,0.7586206793785095,0.8095768094062805,0.4091143012046814,0.0010000000474974
13,0.7954604029655457,0.6463353633880615,0.4550381898880005,0.7793103456497192,0.7812280058860779,0.4543927013874054,0.0010000000474974
14,0.7987505197525024,0.6306676268577576,0.451575219631195,0.7844827771186829,0.7350041270256042,0.4537122547626495,0.0010000000474974
15,0.8036301732063293,0.610542356967926,0.4827032685279846,0.7803448438644409,0.7595175504684448,0.472314178943634,0.0010000000474974
16,0.8057742714881897,0.6008629202842712,0.5071421265602112,0.7620689868927002,0.8274513483047485,0.4554621577262878,0.0010000000474974
17,0.8102103471755981,0.5844343900680542,0.5142518877983093,0.791034460067749,0.738418698310852,0.4535597264766693,0.0010000000474974
18,0.8256626129150391,0.5297542214393616,0.5335686802864075,0.8075861930847168,0.6549878120422363,0.5160515308380127,0.0005000000237487
19,0.8303574919700623,0.5170707106590271,0.5567809343338013,0.8151724338531494,0.6517836451530457,0.5248394012451172,0.0005000000237487
20,0.8291375637054443,0.5102596879005432,0.5621417760848999,0.795172393321991,0.6837773323059082,0.5067788362503052,0.0005000000237487
21,0.833906352519989,0.5012912154197693,0.5621278285980225,0.8048275709152222,0.694170355796814,0.4932172298431396,0.0005000000237487
22,0.8456249237060547,0.466859757900238,0.5847036242485046,0.8186206817626953,0.623778760433197,0.5489509105682373,0.0002500000118743
23,0.8469187617301941,0.4613650143146515,0.6000394225120544,0.813103437423706,0.6452712416648865,0.5189453959465027,0.0002500000118743
24,0.8473254442214966,0.4634298682212829,0.5975462198257446,0.8268965482711792,0.5991352200508118,0.5498284101486206,0.0002500000118743
25,0.848249614238739,0.4582216739654541,0.6008293628692627,0.8310344815254211,0.5869707465171814,0.5682196021080017,0.0002500000118743
26,0.8498021960258484,0.4481511414051056,0.6330641508102417,0.8217241168022156,0.6201623678207397,0.5482126474380493,0.0002500000118743
27,0.852759599685669,0.441498339176178,0.6303404569625854,0.8293103575706482,0.5924645066261292,0.5770817995071411,0.0002500000118743
28,0.852870523929596,0.4408979415893554,0.63492351770401,0.8241379261016846,0.5967734456062317,0.5351485013961792,0.0002500000118743
29,0.855051577091217,0.434242844581604,0.631766140460968,0.8334482908248901,0.5869181156158447,0.5916869044303894,0.0002500000118743
30,0.8562344908714294,0.4331347644329071,0.6176961064338684,0.8296551704406738,0.5775362253189087,0.5528523325920105,0.0002500000118743
