epoch,accuracy,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
1,0.44438284635543823,2.419389486312866,0.09650035947561264,0.6068965792655945,1.6806539297103882,0.17923423647880554
2,0.555580198764801,1.7662432193756104,0.14289161562919617,0.6265517473220825,1.4277456998825073,0.1939592808485031
3,0.5943957567214966,1.530037760734558,0.1565525084733963,0.6648275852203369,1.3063067197799683,0.21525704860687256
4,0.6166500449180603,1.4142231941223145,0.17442306876182556,0.6689655184745789,1.1932517290115356,0.24227066338062286
5,0.6356142163276672,1.318884015083313,0.19223074615001678,0.6793103218078613,1.2476876974105835,0.24074746668338776
6,0.6538020968437195,1.2389308214187622,0.20797662436962128,0.7086206674575806,1.10709810256958,0.2797524034976959
7,0.6586078405380249,1.190563440322876,0.22593070566654205,0.7034482955932617,1.105976939201355,0.27485328912734985
8,0.668441116809845,1.1621092557907104,0.22773508727550507,0.7003448009490967,1.0696035623550415,0.27769607305526733
9,0.6783483028411865,1.1163948774337769,0.24188628792762756,0.7003448009490967,1.0459325313568115,0.303422749042511
10,0.683264970779419,1.0937334299087524,0.2612185776233673,0.6989654898643494,1.0490624904632568,0.3038909137248993
11,0.6881446242332458,1.0626825094223022,0.26285848021507263,0.7182758450508118,0.999575138092041,0.33003127574920654
12,0.6975342631340027,1.0217664241790771,0.28237834572792053,0.7058620452880859,1.010250210762024,0.3444955050945282
13,0.7025618553161621,1.0043915510177612,0.2992033064365387,0.7124137878417969,1.0072228908538818,0.32541850209236145
14,0.7036339044570923,0.9900132417678833,0.2950635850429535,0.7268965244293213,0.9722561836242676,0.3380983769893646
15,0.7053343653678894,0.9873762726783752,0.2876654267311096,0.7210344672203064,0.9831826090812683,0.34533289074897766
16,0.7158700227737427,0.9533750414848328,0.31283092498779297,0.7324137687683105,0.9310939311981201,0.35141974687576294
17,0.7196776270866394,0.928082287311554,0.31273311376571655,0.7265517115592957,0.9491695761680603,0.36509332060813904
18,0.7177923321723938,0.93039870262146,0.31836992502212524,0.7300000190734863,0.9476271867752075,0.36284559965133667
19,0.7232634425163269,0.9055980443954468,0.3264794945716858,0.7179310321807861,0.9427518248558044,0.3544199764728546
20,0.7244833707809448,0.9157661199569702,0.3383336365222931,0.7324137687683105,0.927909255027771,0.3783012926578522
