epoch,accuracy,loss,macro_f1,val_accuracy,val_loss,val_macro_f1,learning_rate
1,0.5454175472259521,1.002188801765442,0.3760803043842315,0.5718623399734497,0.9718815088272096,0.3187608122825622,0.0010000000474974
2,0.6116576790809631,0.889022707939148,0.5139912366867065,0.5914304852485657,0.8838321566581726,0.5191254615783691,0.0010000000474974
3,0.6394703984260559,0.8397165536880493,0.5916723012924194,0.6184210777282715,0.8792973160743713,0.5460443496704102,0.0010000000474974
4,0.6546711921691895,0.8099345564842224,0.6204466819763184,0.6298920512199402,0.878643274307251,0.6226719617843628,0.0010000000474974
5,0.6656557321548462,0.7877970933914185,0.640223503112793,0.662618100643158,0.7983134984970093,0.5504266023635864,0.0010000000474974
6,0.6686885356903076,0.7741987109184265,0.6454905271530151,0.5549932718276978,1.003946304321289,0.4222068190574646,0.0010000000474974
7,0.6912493705749512,0.7372298240661621,0.6753548383712769,0.6545209288597107,0.8056222796440125,0.5912672877311707,0.0005000000237487
8,0.6944300532341003,0.7269140481948853,0.6790338158607483,0.6683535575866699,0.7915550470352173,0.5537170767784119,0.0005000000237487
9,0.705007791519165,0.7058369517326355,0.6916223764419556,0.692307710647583,0.7250260710716248,0.6654011011123657,0.0002500000118743
10,0.7074117660522461,0.7017292976379395,0.6935855150222778,0.6966936588287354,0.7423974871635437,0.6879223585128784,0.0002500000118743
11,0.7097788453102112,0.6944177746772766,0.6968871355056763,0.6953441500663757,0.7314371466636658,0.656053364276886,0.0002500000118743
12,0.7144389152526855,0.6876919269561768,0.7036499381065369,0.698043167591095,0.728773832321167,0.6612287759780884,0.0002500000118743
13,0.7201346158981323,0.6755454540252686,0.7072610855102539,0.6953441500663757,0.7212744951248169,0.6881797313690186,0.0001250000059371
14,0.7195428609848022,0.67123943567276,0.7062757611274719,0.6882591247558594,0.7474917769432068,0.6488254070281982,0.0001250000059371
15,0.7226496338844299,0.6704840660095215,0.7114958167076111,0.7101889252662659,0.6922377347946167,0.6840992569923401,0.0001250000059371
16,0.7275316119194031,0.6604433655738831,0.7159532308578491,0.711875855922699,0.6855179071426392,0.6854739189147949,6.25000029685907e-05
17,0.725238561630249,0.657063364982605,0.7134991884231567,0.7051281929016113,0.6942917108535767,0.6699814200401306,6.25000029685907e-05
18,0.7276055812835693,0.6527674198150635,0.7167609333992004,0.7101889252662659,0.6866153478622437,0.6807696223258972,3.125000148429535e-05
19,0.7292699217796326,0.6526275873184204,0.7157621383666992,0.711875855922699,0.6882919073104858,0.6794946193695068,3.125000148429535e-05
20,0.7280124425888062,0.6503125429153442,0.7174474596977234,0.7115384340286255,0.6858426332473755,0.6846377849578857,1.5625000742147677e-05
