epoch,accuracy,loss,macro_f1,val_accuracy,val_loss,val_macro_f1,learning_rate
1,0.7518391013145447,0.6593905687332153,0.3847910761833191,0.7848275899887085,0.5613244771957397,0.4843896925449371,0.0010000000474974
2,0.8185649514198303,0.4891552627086639,0.5522341728210449,0.8058620691299438,0.5248535871505737,0.5639921426773071,0.0010000000474974
3,0.8413736820220947,0.4371862709522247,0.6133835315704346,0.8296551704406738,0.4989523887634277,0.6126123666763306,0.0010000000474974
4,0.8542382717132568,0.4056989252567291,0.6540043354034424,0.8293103575706482,0.4788042604923248,0.5522549748420715,0.0010000000474974
5,0.8631104230880737,0.3786886930465698,0.6732684373855591,0.8227586150169373,0.4821396470069885,0.6886297464370728,0.0010000000474974
6,0.8711323142051697,0.3585982620716095,0.6923689246177673,0.8424137830734253,0.4586929678916931,0.5532718896865845,0.0010000000474974
7,0.87778639793396,0.3427520990371704,0.7125660181045532,0.869655191898346,0.3935815393924713,0.6988984942436218,0.0010000000474974
8,0.8830357193946838,0.3235657811164856,0.7227947115898132,0.8579310178756714,0.4042901694774627,0.6374786496162415,0.0010000000474974
9,0.8899116516113281,0.3093421459197998,0.7378540635108948,0.8382758498191833,0.5135411620140076,0.647131085395813,0.0010000000474974
10,0.9030719995498656,0.2690331041812897,0.770919144153595,0.8593103289604187,0.4347803294658661,0.7336629629135132,0.0005000000237487
11,0.9093194603919984,0.2538618743419647,0.7863949537277222,0.8689655065536499,0.4168164432048797,0.7329540848731995,0.0005000000237487
12,0.9117223024368286,0.2428457587957382,0.7922407984733582,0.8782758712768555,0.3670088946819305,0.7333043217658997,0.0005000000237487
13,0.9259916543960572,0.2083367854356765,0.8284003138542175,0.8993103504180908,0.3225486278533935,0.7901228666305542,0.0002500000118743
14,0.9292817115783693,0.198400929570198,0.8382851481437683,0.8931034207344055,0.3401300013065338,0.7679578065872192,0.0002500000118743
15,0.9351964592933656,0.1860904991626739,0.8494618535041809,0.8913792967796326,0.3646237850189209,0.768088698387146,0.0002500000118743
16,0.941924512386322,0.1662180125713348,0.8647117614746094,0.8944827318191528,0.3345930874347687,0.7540776133537292,0.0001250000059371
17,0.9446231126785278,0.1589061468839645,0.8727132678031921,0.8999999761581421,0.3285671472549438,0.7668008208274841,0.0001250000059371
18,0.9490222334861756,0.1463295072317123,0.8818165063858032,0.9003448486328125,0.3261862993240356,0.7859930992126465,6.25000029685907e-05
19,0.9499094486236572,0.141415387392044,0.8819858431816101,0.9006896615028381,0.3273918032646179,0.7710327506065369,6.25000029685907e-05
20,0.9557502269744872,0.1309363394975662,0.9012714624404908,0.9031034708023072,0.3271519541740417,0.7838363647460938,3.125000148429535e-05
